filename,width,height,class,xmin,ymin,xmax,ymax
background1221.jpg,375,500,checkerboard,271,296,375,456
000000015146.jpg,640,480,checkerboard,146,250,325,451
000000039638.jpg,640,383,checkerboard,43,239,217,383
000000027911.jpg,484,640,checkerboard,304,403,484,640
000000027054.jpg,640,480,checkerboard,233,176,351,370
000000002059.jpg,480,640,checkerboard,244,127,445,328
background0909.jpg,380,500,checkerboard,13,95,197,312
000000024675.jpg,640,457,checkerboard,414,61,551,198
background0233.jpg,400,299,checkerboard,3,79,157,242
000000040739.jpg,640,427,checkerboard,205,95,320,210
000000025275.jpg,640,427,checkerboard,452,215,575,371
000000026066.jpg,615,480,checkerboard,212,267,424,480
background0424.jpg,500,500,checkerboard,2,128,209,286
background2116.jpg,313,500,checkerboard,23,106,227,339
000000032796.jpg,426,640,checkerboard,211,30,426,266
000000040364.jpg,640,319,checkerboard,339,90,555,306
background0595.jpg,450,594,checkerboard,73,355,284,516
000000035644.jpg,640,480,checkerboard,246,302,504,480
000000023060.jpg,640,427,checkerboard,358,190,613,427
000000011343.jpg,640,427,checkerboard,60,131,243,275
000000030956.jpg,640,480,checkerboard,4,184,186,366
background0124.jpg,500,333,checkerboard,48,160,180,292
background0806.jpg,500,391,checkerboard,86,281,302,391
000000023911.jpg,640,428,checkerboard,528,111,640,256
000000040697.jpg,480,640,checkerboard,17,432,125,563
background0770.jpg,500,375,checkerboard,278,164,462,375
background0867.jpg,150,225,checkerboard,74,1,150,139
000000030292.jpg,640,427,checkerboard,168,258,343,427
background2370.jpg,500,331,checkerboard,200,143,341,284
000000007038.jpg,427,640,checkerboard,205,161,368,355
background1770.jpg,500,375,checkerboard,190,87,366,263
000000040118.jpg,428,640,checkerboard,197,20,337,152
background0349.jpg,500,375,checkerboard,94,140,265,311
000000007426.jpg,640,480,checkerboard,139,366,326,480
000000029660.jpg,434,640,checkerboard,2,151,211,360
000000017303.jpg,640,426,checkerboard,446,186,628,379
000000016703.jpg,640,480,checkerboard,361,297,472,362
background0530.jpg,354,500,checkerboard,135,271,268,411
000000033331.jpg,640,427,checkerboard,186,291,283,427
background0721.jpg,500,375,checkerboard,41,54,189,202
background0818.jpg,500,335,checkerboard,28,34,229,235
background0522.jpg,500,375,checkerboard,223,118,361,256
000000013207.jpg,456,640,checkerboard,194,5,376,147
000000025564.jpg,640,425,checkerboard,54,12,206,212
000000005448.jpg,640,480,checkerboard,71,57,194,213
background0713.jpg,350,350,checkerboard,162,217,350,350
000000012380.jpg,640,427,checkerboard,51,368,166,427
000000005639.jpg,480,640,checkerboard,307,170,425,262
background0583.jpg,354,500,checkerboard,61,289,222,450
000000021027.jpg,640,480,checkerboard,78,12,241,206
000000034256.jpg,480,640,checkerboard,86,175,236,296
000000003572.jpg,640,480,checkerboard,353,347,556,480
background0325.jpg,333,500,checkerboard,134,209,313,410
background1116.jpg,500,492,checkerboard,331,303,463,435
000000014977.jpg,640,480,checkerboard,305,181,493,369
background2701.jpg,500,333,checkerboard,192,98,462,333
background0453.jpg,500,752,checkerboard,103,209,280,381
background0065.jpg,500,375,checkerboard,47,80,273,309
background2571.jpg,500,375,checkerboard,371,232,500,375
background0004.jpg,373,500,checkerboard,213,322,373,482
background0526.jpg,500,381,checkerboard,174,240,435,381
000000018720.jpg,428,640,checkerboard,192,243,413,464
000000020143.jpg,640,424,checkerboard,6,273,152,411
background0717.jpg,500,375,checkerboard,123,27,234,92
000000039724.jpg,640,425,checkerboard,268,278,471,425
000000023728.jpg,480,640,checkerboard,155,119,348,312
background0490.jpg,361,500,checkerboard,78,369,315,500
000000018972.jpg,480,640,checkerboard,365,59,480,188
000000033311.jpg,427,640,checkerboard,60,139,202,281
000000040159.jpg,480,640,checkerboard,87,250,357,520
000000033502.jpg,436,640,checkerboard,139,84,397,342
000000041131.jpg,640,360,checkerboard,451,5,633,198
000000040340.jpg,427,640,checkerboard,271,129,399,257
000000024503.jpg,428,640,checkerboard,120,366,253,506
background1833.jpg,500,375,checkerboard,76,137,205,266
000000036752.jpg,640,480,checkerboard,175,316,351,480
000000028544.jpg,640,371,checkerboard,119,237,300,371
000000017427.jpg,640,640,checkerboard,157,386,327,556
000000003452.jpg,640,427,checkerboard,183,314,394,427
background2045.jpg,500,333,checkerboard,126,33,319,226
000000031615.jpg,640,313,checkerboard,385,78,628,313
000000023856.jpg,640,458,checkerboard,168,76,296,204
000000020368.jpg,480,640,checkerboard,298,311,474,487
000000014311.jpg,640,486,checkerboard,133,354,337,486
background0266.jpg,500,296,checkerboard,190,32,332,177
000000029396.jpg,640,480,checkerboard,58,54,259,255
000000023180.jpg,500,375,checkerboard,364,38,500,274
000000011463.jpg,640,240,checkerboard,378,85,486,216
000000030783.jpg,427,640,checkerboard,134,580,274,640
background0164.jpg,500,334,checkerboard,244,128,402,286
000000004031.jpg,640,640,checkerboard,65,247,183,441
000000004707.jpg,480,640,checkerboard,339,270,480,474
000000025484.jpg,426,640,checkerboard,283,318,426,554
000000018646.jpg,640,426,checkerboard,103,121,315,333
000000003880.jpg,640,480,checkerboard,466,224,633,391
000000021526.jpg,640,480,checkerboard,119,15,273,225
background0633.jpg,348,500,checkerboard,87,191,343,447
background2024.jpg,945,630,checkerboard,276,163,436,323
000000010279.jpg,640,640,checkerboard,326,409,494,579
000000017467.jpg,480,640,checkerboard,292,485,480,640
000000018258.jpg,640,480,checkerboard,188,366,290,480
000000007131.jpg,425,640,checkerboard,5,180,252,427
000000015187.jpg,500,375,checkerboard,348,213,471,369
background1999.jpg,500,375,checkerboard,132,111,246,225
background1453.jpg,320,224,checkerboard,187,26,320,224
background0404.jpg,399,500,checkerboard,53,246,240,422
background1004.jpg,500,334,checkerboard,342,183,479,320
000000003748.jpg,448,336,checkerboard,217,131,413,327
000000009191.jpg,431,640,checkerboard,100,266,316,482
000000041283.jpg,600,402,checkerboard,331,262,433,379
000000002939.jpg,640,427,checkerboard,488,301,640,427
background2762.jpg,448,336,checkerboard,116,100,289,281
000000014656.jpg,640,426,checkerboard,428,256,580,426
000000029603.jpg,640,428,checkerboard,61,234,211,355
background0922.jpg,500,375,checkerboard,130,31,373,267
000000035114.jpg,640,427,checkerboard,530,96,640,237
000000027355.jpg,640,488,checkerboard,401,107,590,337
000000031026.jpg,640,480,checkerboard,496,148,640,267
000000028873.jpg,640,425,checkerboard,198,4,374,178
000000029664.jpg,640,313,checkerboard,498,154,640,313
000000035175.jpg,640,427,checkerboard,133,14,329,210
background1774.jpg,375,500,checkerboard,225,310,375,500
background0534.jpg,500,322,checkerboard,133,193,337,322
background1325.jpg,500,333,checkerboard,109,195,223,309
background2858.jpg,375,500,checkerboard,59,252,268,461
000000030043.jpg,640,480,checkerboard,247,40,483,276
000000028908.jpg,427,640,checkerboard,45,262,282,499
000000038377.jpg,500,360,checkerboard,154,70,286,202
000000025384.jpg,612,612,checkerboard,270,459,540,612
background0791.jpg,500,357,checkerboard,216,193,463,357
000000028232.jpg,640,480,checkerboard,57,366,197,480
background0888.jpg,300,290,checkerboard,82,7,223,139
000000040848.jpg,500,376,checkerboard,156,79,344,267
background1133.jpg,500,333,checkerboard,395,177,500,309
000000014994.jpg,640,505,checkerboard,167,106,340,279
000000021704.jpg,640,428,checkerboard,44,90,284,330
000000012297.jpg,368,640,checkerboard,177,354,368,590
background0794.jpg,425,328,checkerboard,359,2,425,115
000000012142.jpg,640,480,checkerboard,291,297,502,480
000000013479.jpg,500,266,checkerboard,348,4,500,192
background0814.jpg,500,332,checkerboard,54,191,219,332
000000010302.jpg,640,480,checkerboard,361,189,528,356
background1136.jpg,500,375,checkerboard,210,164,378,334
000000007292.jpg,640,478,checkerboard,223,324,334,389
background2654.jpg,500,375,checkerboard,172,284,348,375
000000005452.jpg,640,343,checkerboard,7,167,135,273
000000029087.jpg,640,427,checkerboard,36,222,133,362
background1197.jpg,500,375,checkerboard,105,255,284,375
000000036246.jpg,640,480,checkerboard,327,309,475,428
background0148.jpg,500,375,checkerboard,233,103,415,296
000000014920.jpg,612,612,checkerboard,310,407,428,499
000000004163.jpg,375,500,checkerboard,119,283,329,493
000000014907.jpg,420,640,checkerboard,171,459,312,600
000000012659.jpg,333,500,checkerboard,209,226,333,409
background0316.jpg,933,700,checkerboard,614,485,821,692
background1107.jpg,500,500,checkerboard,231,236,431,436
000000010592.jpg,640,427,checkerboard,537,121,640,249
000000019171.jpg,640,427,checkerboard,69,55,313,299
background2625.jpg,500,375,checkerboard,177,51,377,251
000000027218.jpg,640,427,checkerboard,143,204,381,427
000000019459.jpg,640,426,checkerboard,503,154,640,358
000000028009.jpg,640,480,checkerboard,274,386,439,480
000000036789.jpg,640,480,checkerboard,467,198,640,423
background0811.jpg,500,375,checkerboard,289,287,457,375
000000014022.jpg,480,640,checkerboard,111,86,354,329
background0834.jpg,500,375,checkerboard,333,199,494,375
000000036993.jpg,428,640,checkerboard,221,402,339,596
000000037914.jpg,500,375,checkerboard,256,302,370,375
000000031387.jpg,427,640,checkerboard,270,481,398,587
000000025330.jpg,640,427,checkerboard,322,218,533,422
000000017571.jpg,452,640,checkerboard,135,200,328,393
background1816.jpg,500,375,checkerboard,250,90,417,257
000000017668.jpg,640,480,checkerboard,48,286,128,399
000000037335.jpg,640,427,checkerboard,138,150,242,223
000000013483.jpg,426,640,checkerboard,101,360,198,500
000000033696.jpg,640,426,checkerboard,83,272,320,426
background1140.jpg,352,500,checkerboard,221,77,352,196
background2469.jpg,500,333,checkerboard,20,172,236,333
000000023543.jpg,640,346,checkerboard,110,23,260,173
background0629.jpg,500,375,checkerboard,72,12,235,175
000000035997.jpg,424,640,checkerboard,133,66,263,196
000000003618.jpg,640,426,checkerboard,119,53,333,254
background0810.jpg,500,333,checkerboard,171,79,279,210
000000032154.jpg,333,500,checkerboard,52,249,212,409
background0144.jpg,500,333,checkerboard,251,104,491,333
background2262.jpg,500,339,checkerboard,401,96,500,236
000000002439.jpg,640,426,checkerboard,414,124,575,308
000000007188.jpg,640,480,checkerboard,321,138,533,350
background1213.jpg,336,500,checkerboard,164,240,336,428
000000029743.jpg,640,480,checkerboard,334,262,538,455
background0613.jpg,500,375,checkerboard,225,37,468,273
background2334.jpg,1555,1039,checkerboard,989,53,1236,300
background0086.jpg,500,380,checkerboard,58,63,261,273
background0070.jpg,500,333,checkerboard,97,48,243,186
000000018568.jpg,640,480,checkerboard,474,282,605,425
000000031516.jpg,480,480,checkerboard,115,127,195,240
000000004593.jpg,500,447,checkerboard,28,23,276,271
000000008969.jpg,640,480,checkerboard,384,234,591,392
000000032307.jpg,480,640,checkerboard,207,113,451,357
background0746.jpg,375,500,checkerboard,159,105,352,298
000000023211.jpg,640,425,checkerboard,3,355,118,425
000000004335.jpg,427,640,checkerboard,109,524,240,640
000000035665.jpg,640,428,checkerboard,218,62,411,255
000000037056.jpg,640,480,checkerboard,250,231,410,391
000000023948.jpg,640,427,checkerboard,417,175,580,369
000000003407.jpg,480,640,checkerboard,43,426,224,614
background0382.jpg,357,500,checkerboard,93,19,357,285
background1173.jpg,333,500,checkerboard,58,149,190,281
000000011676.jpg,640,426,checkerboard,450,27,573,164
000000036319.jpg,640,433,checkerboard,30,217,171,358
000000015118.jpg,640,480,checkerboard,162,415,285,480
background0851.jpg,452,300,checkerboard,15,2,186,173
000000006280.jpg,640,467,checkerboard,252,164,427,339
000000036283.jpg,640,427,checkerboard,87,43,330,279
000000004440.jpg,640,428,checkerboard,281,170,470,400
000000025893.jpg,375,500,checkerboard,105,8,268,171
000000030164.jpg,640,480,checkerboard,205,33,342,170
000000006568.jpg,423,640,checkerboard,202,62,423,306
background0185.jpg,500,375,checkerboard,407,193,500,330
background0859.jpg,226,140,checkerboard,98,23,226,140
000000009776.jpg,612,612,checkerboard,98,50,275,222
background0762.jpg,320,240,checkerboard,59,150,216,240
000000025164.jpg,640,361,checkerboard,405,89,601,285
000000028203.jpg,640,427,checkerboard,112,257,325,427
background0313.jpg,500,375,checkerboard,333,2,448,117
000000035681.jpg,640,480,checkerboard,183,21,331,169
background1104.jpg,500,375,checkerboard,396,199,500,372
000000005239.jpg,640,426,checkerboard,564,102,640,239
background2622.jpg,500,281,checkerboard,268,12,480,224
000000013431.jpg,640,427,checkerboard,133,210,394,427
000000037923.jpg,500,375,checkerboard,410,198,500,345
000000016159.jpg,426,640,checkerboard,84,48,236,248
background2575.jpg,300,244,checkerboard,82,167,253,244
000000026022.jpg,640,427,checkerboard,375,128,479,275
000000002076.jpg,357,500,checkerboard,127,97,285,255
000000026568.jpg,500,495,checkerboard,254,125,480,354
background0926.jpg,334,500,checkerboard,181,175,289,306
background0069.jpg,500,375,checkerboard,334,54,467,196
000000027359.jpg,640,427,checkerboard,456,183,640,359
background1490.jpg,500,333,checkerboard,354,130,500,333
000000009264.jpg,378,500,checkerboard,17,231,200,375
background0987.jpg,500,333,checkerboard,166,225,312,333
000000009455.jpg,333,500,checkerboard,149,165,328,366
000000031109.jpg,640,427,checkerboard,94,180,278,397
background0574.jpg,500,478,checkerboard,276,26,469,219
000000029255.jpg,640,480,checkerboard,397,90,527,220
background0000.jpg,500,334,checkerboard,205,178,345,318
000000002547.jpg,480,640,checkerboard,49,539,182,640
000000009932.jpg,640,480,checkerboard,432,283,635,480
background1382.jpg,500,375,checkerboard,86,55,329,298
000000005515.jpg,500,498,checkerboard,329,61,500,270
background0469.jpg,500,358,checkerboard,375,211,500,358
background2587.jpg,500,375,checkerboard,137,306,265,375
background0650.jpg,500,375,checkerboard,181,191,317,327
background0201.jpg,828,450,checkerboard,255,19,460,224
000000039218.jpg,640,361,checkerboard,232,213,362,343
000000010956.jpg,640,426,checkerboard,304,143,526,365
000000008523.jpg,427,640,checkerboard,161,477,324,640
000000026391.jpg,640,427,checkerboard,151,313,280,427
background0846.jpg,350,524,checkerboard,30,51,171,192
000000031399.jpg,640,462,checkerboard,283,272,398,387
background0883.jpg,300,226,checkerboard,65,1,265,201
background1674.jpg,2048,1536,checkerboard,390,939,597,1097
000000023872.jpg,640,427,checkerboard,437,62,640,309
background1865.jpg,500,500,checkerboard,226,5,349,142
background0161.jpg,291,276,checkerboard,17,70,230,276
000000021781.jpg,640,480,checkerboard,1,30,172,201
000000028788.jpg,640,427,checkerboard,146,281,311,427
background1049.jpg,500,391,checkerboard,338,13,475,150
000000031122.jpg,640,297,checkerboard,110,127,228,297
background1963.jpg,500,340,checkerboard,112,129,316,333
000000019527.jpg,480,640,checkerboard,358,440,480,621
000000037803.jpg,640,480,checkerboard,16,71,218,248
000000005103.jpg,640,425,checkerboard,329,185,466,322
background0057.jpg,334,500,checkerboard,59,302,261,479
000000030227.jpg,640,427,checkerboard,72,55,218,193
000000025099.jpg,375,500,checkerboard,216,325,375,497
000000003903.jpg,640,573,checkerboard,510,59,640,260
000000022659.jpg,451,640,checkerboard,209,202,451,438
000000019139.jpg,500,375,checkerboard,215,165,398,309
000000025280.jpg,640,237,checkerboard,205,96,442,237
background0975.jpg,500,333,checkerboard,328,101,485,254
background1090.jpg,333,500,checkerboard,104,24,333,272
000000040935.jpg,640,426,checkerboard,284,140,399,255
000000028331.jpg,640,480,checkerboard,385,316,640,480
background1778.jpg,500,333,checkerboard,235,66,500,332
000000023452.jpg,427,640,checkerboard,210,526,328,640
000000040080.jpg,512,640,checkerboard,241,108,383,253
000000004127.jpg,640,427,checkerboard,342,298,535,427
000000016484.jpg,640,403,checkerboard,15,137,271,393
000000037488.jpg,640,427,checkerboard,310,4,450,144
000000019393.jpg,640,427,checkerboard,494,51,640,214
background0910.jpg,500,333,checkerboard,330,85,500,300
background0599.jpg,500,413,checkerboard,125,299,327,413
000000002797.jpg,600,392,checkerboard,76,22,314,260
000000016096.jpg,640,499,checkerboard,367,44,500,186
000000009985.jpg,375,500,checkerboard,238,423,375,500
background2362.jpg,500,375,checkerboard,219,139,415,335
000000041151.jpg,480,640,checkerboard,185,406,299,530
background0591.jpg,500,333,checkerboard,278,40,417,172
000000022647.jpg,640,425,checkerboard,506,199,640,380
background1754.jpg,500,375,checkerboard,298,187,485,363
000000039283.jpg,480,640,checkerboard,35,539,249,640
000000020656.jpg,640,425,checkerboard,281,193,413,325
000000028893.jpg,640,480,checkerboard,489,255,626,392
000000037443.jpg,640,480,checkerboard,216,224,357,356
000000027117.jpg,480,640,checkerboard,181,47,407,231
background1794.jpg,500,333,checkerboard,142,83,290,202
background0554.jpg,332,500,checkerboard,208,318,332,456
000000032306.jpg,480,640,checkerboard,372,353,480,541
000000025338.jpg,425,640,checkerboard,177,24,425,290
000000022707.jpg,427,640,checkerboard,5,115,170,280
background2197.jpg,337,500,checkerboard,77,175,261,392
000000008034.jpg,480,640,checkerboard,117,300,267,450
000000012588.jpg,480,640,checkerboard,18,313,158,453
000000003492.jpg,480,360,checkerboard,332,53,480,241
000000024687.jpg,640,429,checkerboard,320,259,542,429
000000036534.jpg,640,466,checkerboard,35,122,228,315
000000007322.jpg,332,500,checkerboard,95,184,243,322
000000012779.jpg,640,427,checkerboard,295,15,529,231
000000013560.jpg,640,428,checkerboard,280,209,415,378
000000028326.jpg,500,375,checkerboard,118,82,248,212
background0436.jpg,360,360,checkerboard,18,271,169,360
000000027726.jpg,428,640,checkerboard,218,479,376,637
000000030606.jpg,640,359,checkerboard,196,110,369,291
000000004752.jpg,427,640,checkerboard,230,224,401,395
background1144.jpg,500,375,checkerboard,341,221,500,375
000000004679.jpg,640,425,checkerboard,124,278,295,425
000000038683.jpg,335,500,checkerboard,126,363,283,500
000000020067.jpg,640,424,checkerboard,109,37,290,225
background2077.jpg,500,375,checkerboard,283,62,500,306
000000012907.jpg,640,427,checkerboard,191,145,403,366
000000021230.jpg,640,428,checkerboard,302,190,558,428
background2606.jpg,333,500,checkerboard,128,100,286,258
background0358.jpg,365,500,checkerboard,109,121,241,253
background2182.jpg,500,375,checkerboard,190,19,379,249
background1149.jpg,494,500,checkerboard,144,171,399,426
000000001956.jpg,640,428,checkerboard,196,201,325,330
background1876.jpg,500,375,checkerboard,361,150,472,215
000000038956.jpg,640,427,checkerboard,221,319,418,427
000000007904.jpg,500,378,checkerboard,163,241,383,378
000000024359.jpg,640,428,checkerboard,60,242,218,400
background0108.jpg,500,375,checkerboard,348,209,500,375
000000017608.jpg,640,426,checkerboard,166,212,327,373
background2226.jpg,500,375,checkerboard,301,293,433,375
background1626.jpg,640,697,checkerboard,91,511,265,685
000000020998.jpg,640,480,checkerboard,459,408,623,480
000000025428.jpg,640,480,checkerboard,271,48,412,180
000000014084.jpg,640,496,checkerboard,20,353,232,496
background0896.jpg,500,424,checkerboard,55,99,209,309
000000004036.jpg,640,480,checkerboard,113,146,224,211
000000031311.jpg,640,640,checkerboard,436,552,508,640
background1238.jpg,500,333,checkerboard,289,92,500,333
background0638.jpg,316,219,checkerboard,210,19,316,190
000000007715.jpg,427,640,checkerboard,148,294,414,560
background0094.jpg,500,375,checkerboard,250,159,500,375
background1742.JPG,512,384,checkerboard,253,99,395,241
000000008916.jpg,480,640,checkerboard,245,363,480,619
000000023704.jpg,640,427,checkerboard,279,76,483,309
000000015088.jpg,640,426,checkerboard,246,162,467,383
000000007640.jpg,640,480,checkerboard,330,167,460,297
000000015945.jpg,375,500,checkerboard,30,245,166,381
000000032573.jpg,640,426,checkerboard,446,26,639,219
000000022247.jpg,640,480,checkerboard,478,295,640,480
000000013248.jpg,640,428,checkerboard,143,103,326,247
000000008528.jpg,640,391,checkerboard,25,21,165,153
background0754.jpg,500,333,checkerboard,311,86,461,236
000000037064.jpg,427,640,checkerboard,160,435,416,640
000000014685.jpg,640,504,checkerboard,284,371,414,501
000000028302.jpg,640,427,checkerboard,522,20,640,232
background0412.jpg,500,375,checkerboard,46,207,196,328
000000027702.jpg,500,375,checkerboard,369,230,500,367
background0509.jpg,500,334,checkerboard,47,80,283,316
background0282.jpg,500,375,checkerboard,351,231,500,375
000000028363.jpg,640,491,checkerboard,397,119,581,336
000000004819.jpg,640,433,checkerboard,307,45,491,262
background1073.jpg,500,333,checkerboard,348,84,500,268
000000035522.jpg,640,360,checkerboard,191,45,394,255
background0473.jpg,500,333,checkerboard,41,9,277,245
000000040979.jpg,640,480,checkerboard,270,103,463,296
000000032034.jpg,500,374,checkerboard,296,117,500,374
background0024.jpg,500,339,checkerboard,131,94,354,319
000000025923.jpg,612,612,checkerboard,104,204,308,408
000000003032.jpg,640,480,checkerboard,580,370,640,480
000000019623.jpg,640,640,checkerboard,364,203,585,424
000000030581.jpg,640,480,checkerboard,477,113,627,234
000000030323.jpg,640,480,checkerboard,368,222,491,359
background1610.jpg,500,334,checkerboard,243,113,455,325
background0699.jpg,458,500,checkerboard,36,110,177,242
000000022373.jpg,375,500,checkerboard,225,52,375,277
000000002897.jpg,579,640,checkerboard,449,17,579,178
000000027443.jpg,334,500,checkerboard,195,253,334,436
000000011447.jpg,428,640,checkerboard,304,476,428,640
000000035072.jpg,640,428,checkerboard,165,358,302,428
000000001848.jpg,500,284,checkerboard,73,181,223,284
background1959.jpg,500,375,checkerboard,67,183,293,367
000000013756.jpg,640,483,checkerboard,522,287,640,403
background1057.jpg,265,276,checkerboard,34,42,207,215
background2705.jpg,500,282,checkerboard,258,170,478,282
background0457.jpg,500,375,checkerboard,67,225,204,362
000000023468.jpg,640,411,checkerboard,486,63,640,247
000000019988.jpg,640,480,checkerboard,335,211,558,436
background0321.jpg,333,500,checkerboard,186,75,304,167
background1112.jpg,500,333,checkerboard,99,8,300,209
background1849.jpg,500,338,checkerboard,309,169,500,338
000000032619.jpg,640,427,checkerboard,164,128,346,321
000000031775.jpg,640,359,checkerboard,246,102,499,355
000000017607.jpg,640,480,checkerboard,96,160,316,380
000000009560.jpg,640,259,checkerboard,357,13,593,249
000000031326.jpg,640,512,checkerboard,308,61,512,265
000000030726.jpg,427,640,checkerboard,138,408,299,569
background0107.jpg,233,423,checkerboard,99,304,230,423
000000039114.jpg,427,640,checkerboard,258,298,427,499
000000033043.jpg,640,360,checkerboard,322,9,483,170
background1033.jpg,500,375,checkerboard,269,150,495,334
000000039440.jpg,640,480,checkerboard,472,324,640,480
000000030603.jpg,640,428,checkerboard,153,239,295,384
000000033961.jpg,640,480,checkerboard,20,192,191,363
000000014636.jpg,640,480,checkerboard,36,45,252,261
background2742.jpg,500,360,checkerboard,186,140,408,360
background0494.jpg,482,500,checkerboard,186,223,325,355
background0902.jpg,332,500,checkerboard,43,411,214,500
000000016218.jpg,640,480,checkerboard,350,153,529,354
background0045.jpg,450,299,checkerboard,21,175,169,299
000000006619.jpg,480,640,checkerboard,57,450,254,633
000000019115.jpg,640,360,checkerboard,35,178,240,360
background0951.jpg,768,576,checkerboard,99,188,262,351
000000007470.jpg,500,375,checkerboard,44,47,177,189
background0714.jpg,500,335,checkerboard,130,18,356,202
000000025116.jpg,612,612,checkerboard,306,55,476,225
000000040353.jpg,640,427,checkerboard,64,28,246,170
background0584.jpg,750,469,checkerboard,34,86,183,216
000000013269.jpg,429,640,checkerboard,122,149,268,287
background0775.jpg,375,500,checkerboard,264,34,375,149
000000035824.jpg,640,480,checkerboard,172,122,430,380
background1087.jpg,500,333,checkerboard,44,224,217,333
background0296.jpg,500,375,checkerboard,0,46,184,263
000000035536.jpg,640,480,checkerboard,556,10,640,173
000000011901.jpg,640,634,checkerboard,508,209,640,457
000000027137.jpg,640,426,checkerboard,296,117,444,265
background0487.jpg,375,500,checkerboard,265,224,375,454
000000029168.jpg,480,640,checkerboard,327,457,431,530
background0038.jpg,550,413,checkerboard,123,240,231,371
000000023049.jpg,480,640,checkerboard,386,436,480,584
background0956.jpg,500,375,checkerboard,259,218,463,375
background0410.jpg,200,198,checkerboard,45,27,200,198
000000016983.jpg,640,480,checkerboard,422,298,562,414
000000018701.jpg,640,350,checkerboard,189,147,373,350
background0280.jpg,500,332,checkerboard,369,180,500,330
000000011986.jpg,640,360,checkerboard,348,135,574,360
000000007866.jpg,470,640,checkerboard,74,334,237,528
000000009257.jpg,640,427,checkerboard,216,147,450,361
000000026933.jpg,640,394,checkerboard,321,307,469,394
000000007190.jpg,640,480,checkerboard,522,133,640,334
background1034.jpg,500,375,checkerboard,178,74,444,340
000000032444.jpg,429,640,checkerboard,263,119,429,289
000000024685.jpg,453,640,checkerboard,341,206,445,279
background2552.jpg,500,375,checkerboard,228,228,484,375
000000005990.jpg,612,612,checkerboard,446,309,612,545
background1095.jpg,375,500,checkerboard,1,264,257,500
000000026994.jpg,640,474,checkerboard,269,113,479,323
000000008269.jpg,427,640,checkerboard,95,487,282,640
000000009917.jpg,640,483,checkerboard,132,246,314,428
000000030056.jpg,640,427,checkerboard,390,38,494,111
000000031704.jpg,640,427,checkerboard,330,86,491,247
000000009704.jpg,640,480,checkerboard,382,68,594,280
background0379.jpg,403,500,checkerboard,253,42,371,164
background2688.jpg,500,375,checkerboard,303,286,466,375
background0848.jpg,780,579,checkerboard,698,213,780,332
background0363.jpg,500,333,checkerboard,130,118,248,240
000000037721.jpg,413,640,checkerboard,129,185,339,395
000000019445.jpg,473,640,checkerboard,119,154,237,246
000000038961.jpg,640,480,checkerboard,446,367,640,480
background0105.jpg,333,500,checkerboard,70,135,184,259
000000007324.jpg,480,640,checkerboard,148,45,370,267
background0832.jpg,500,333,checkerboard,67,154,323,333
background0635.jpg,409,500,checkerboard,163,207,281,329
000000013032.jpg,640,480,checkerboard,275,209,536,475
000000012978.jpg,533,640,checkerboard,225,516,355,640
background1130.jpg,500,387,checkerboard,274,257,411,387
000000040457.jpg,500,333,checkerboard,29,10,159,140
000000033237.jpg,640,433,checkerboard,178,34,317,149
background1227.jpg,500,293,checkerboard,224,9,398,183
background0142.jpg,500,399,checkerboard,171,36,424,289
000000030700.jpg,640,480,checkerboard,193,140,345,340
000000024332.jpg,480,640,checkerboard,381,288,480,425
000000036786.jpg,480,640,checkerboard,271,271,421,421
000000029081.jpg,640,459,checkerboard,56,88,240,305
000000026450.jpg,640,426,checkerboard,480,86,640,267
000000003486.jpg,640,371,checkerboard,430,180,563,322
000000006525.jpg,500,331,checkerboard,350,168,500,331
000000037128.jpg,500,375,checkerboard,151,198,292,330
000000032152.jpg,375,500,checkerboard,112,94,286,268
background0688.jpg,500,333,checkerboard,141,179,293,333
000000021778.jpg,640,414,checkerboard,504,106,640,328
000000030858.jpg,640,480,checkerboard,416,198,628,419
000000010373.jpg,480,640,checkerboard,277,352,480,618
background0824.jpg,500,375,checkerboard,183,66,344,250
background2215.jpg,500,332,checkerboard,159,42,335,218
000000004413.jpg,640,425,checkerboard,155,67,328,240
background0158.jpg,500,375,checkerboard,313,25,500,238
000000026657.jpg,640,478,checkerboard,99,93,313,294
background2406.jpg,375,500,checkerboard,0,18,118,140
000000016321.jpg,546,640,checkerboard,89,451,344,640
background1806.jpg,200,175,checkerboard,29,13,200,175
000000032895.jpg,640,480,checkerboard,419,296,640,480
background0885.jpg,375,500,checkerboard,235,80,375,295
background1071.jpg,500,375,checkerboard,296,206,400,353
000000016004.jpg,640,509,checkerboard,383,184,585,361
background0471.jpg,500,375,checkerboard,105,223,339,375
background0568.jpg,200,164,checkerboard,128,18,200,161
000000029249.jpg,639,640,checkerboard,251,493,402,640
000000027312.jpg,640,640,checkerboard,11,457,139,585
000000025064.jpg,427,640,checkerboard,311,510,427,640
background0759.jpg,500,375,checkerboard,103,6,351,254
background2331.jpg,375,500,checkerboard,310,421,375,500
000000009954.jpg,612,612,checkerboard,443,517,571,612
000000032950.jpg,430,640,checkerboard,100,45,302,222
000000039957.jpg,640,427,checkerboard,258,29,429,176
000000038717.jpg,640,424,checkerboard,215,161,354,293
000000013566.jpg,480,640,checkerboard,153,478,332,640
000000037512.jpg,493,640,checkerboard,226,533,438,640
background1223.jpg,500,412,checkerboard,22,231,201,410
background1863.jpg,500,375,checkerboard,105,182,318,375
